file,gorilla_ratio,snappy_ratio,zlib_ratio,bz2_ratio,gzip_ratio,lzma_ratio,brotli_ratio,lz4_ratio,lzw_ratio,rl_model_ratio,gorilla_time,snappy_time,zlib_time,bz2_time,gzip_time,lzma_time,brotli_time,lz4_time,lzw_time,rl_model_time
data/1text.txt,0,1.745640782400506,2.848116892688679,3.614051905541267,2.860238333148292,3.205578598092078,3.340674303004106,1.7292752780077416,1.5740951954214955,0,0,0.0019222999999999324,0.009905531999999884,0.018129250999999957,0.020908241000000327,0.07489743999999998,0.3542937150000003,0.0007533809999999974,0.07532198899999987,0.01572493900000005
