file,gorilla_ratio,snappy_ratio,zlib_ratio,bz2_ratio,gzip_ratio,lzma_ratio,brotli_ratio,lz4_ratio,lzw_ratio,rl_model_ratio,gorilla_time,snappy_time,zlib_time,bz2_time,gzip_time,lzma_time,brotli_time,lz4_time,lzw_time,rl_model_time
data/2num.txt,0,1.3135514956835976,2.1833350018353523,2.548778745893444,2.1837965332324605,2.671112078819879,2.99350312642977,1.1790670014536804,1.6871293256089803,0,0,0.0011576849999999084,0.02130592600000014,0.021997409999999995,0.034856114000000105,0.06975689100000038,0.4059839599999999,0.0007643210000001233,0.07927550499999958,0.14724050899999996
